#separator:tab
#html:true
#columns:Key	Radical	Variant1	Variant2	ReferenceVariants	Pinyin	Meaning	MemberChars	Productivity	Frequency	Decomposition	MemberDecomp	Note	Link	Tags
#tags column:15
手:shou3	手	扌	龵		shǒu	hand	打把拉指接抓挂推	353	143	once:㇒+扌	打=扌+丁|把=扌+巴|拉=扌+立|指=扌+旨|接=扌+妾|抓=扌+爪|挂=扌+圭|推=扌+隹	Left-side variant: 扌. Used in nearly every action verb: 打, 拉, 推, 握, 抓.	https://hanzicraft.com/dashboard/character/%E6%89%8B%E6%89%93%E6%8A%8A%E6%8B%89%E6%8C%87%E6%8E%A5%E6%8A%93%E6%8C%82%E6%8E%A8	kangxi-radical radical-common
支:zhi1	支				zhī	branch	技鼓枝翅歧肢妓吱	21	437	once:十+又	技=扌+支|鼓=壴+支|枝=木+支|翅=支+羽|歧=止+支|肢=月+支|妓=女+支|吱=口+支		https://hanzicraft.com/dashboard/character/%E6%94%AF%E6%8A%80%E9%BC%93%E6%9E%9D%E7%BF%85%E6%AD%A7%E8%82%A2%E5%A6%93%E5%90%B1	kangxi-radical radical-common
文:wen2	文				wén	script	文斌斐斑这刘齐纹	38	148	once:亠+乂	文=亠+乂|斌=文+武|斐=非+文|斑=玨+文|这=辶+文|刘=文+刂|齐=文+?|纹=纟+文		https://hanzicraft.com/dashboard/character/%E6%96%87%E6%96%87%E6%96%8C%E6%96%90%E6%96%91%E8%BF%99%E5%88%98%E9%BD%90%E7%BA%B9	kangxi-radical radical-common
斗:dou3	斗				dǒu	dipper	料斡科抖斜魁斟蚪	16	580	once:十+⺀	料=米+斗|斡=龺+?|科=禾+斗|抖=扌+斗|斜=余+斗|魁=鬼+斗|斟=甚+斗|蚪=虫+斗		https://hanzicraft.com/dashboard/character/%E6%96%97%E6%96%99%E6%96%A1%E7%A7%91%E6%8A%96%E6%96%9C%E9%AD%81%E6%96%9F%E8%9A%AA	kangxi-radical radical-common
斤:jin1	斤				jīn	catty / weight equal to 0.5 kg	斧新斥所斯听近断	74	1863	once:⺁+丅	斧=父+斤|新=亲+斤|斥=斤+丶|所=戶+斤|斯=其+斤|听=口+斤|近=辶+斤|断=?+斤		https://hanzicraft.com/dashboard/character/%E6%96%A4%E6%96%A7%E6%96%B0%E6%96%A5%E6%89%80%E6%96%AF%E5%90%AC%E8%BF%91%E6%96%AD	kangxi-radical radical-common
方:fang1	方				fāng	square	方放旅族房防施游	86	60		方=亠+?|放=方+⺙|旅=方+?|族=方+?|房=户+方|防=阝+方|施=方+㐌|游=氵+斿		https://hanzicraft.com/dashboard/character/%E6%96%B9%E6%96%B9%E6%94%BE%E6%97%85%E6%97%8F%E6%88%BF%E9%98%B2%E6%96%BD%E6%B8%B8	kangxi-radical radical-common
无:wu2	无	旡			wú	-less / not to have / no / none / not / to lack / un-	无既抚芜妩庑呒怃	15	105	once:一+尢	无=一+尢|既=?+旡|抚=扌+无|芜=艹+无|妩=女+无|庑=广+无|呒=口+无|怃=忄+无		https://hanzicraft.com/dashboard/character/%E6%97%A0%E6%97%A0%E6%97%A2%E6%8A%9A%E8%8A%9C%E5%A6%A9%E5%BA%91%E5%91%92%E6%80%83	kangxi-radical radical-common
曰:yue1	曰				yuē	to speak / to say	最曷喝揭歇葛渴竭	32	1654	once:口+一	最=曰+取|曷=曰+匃|喝=口+曷|揭=扌+曷|歇=曷+欠|葛=艹+曷|渴=氵+曷|竭=立+曷	Visually similar to 日 (rì, 'sun'). 曰 is wider/shorter than 日 — the inner stroke doesn't fully cross.	https://hanzicraft.com/dashboard/character/%E6%9B%B0%E6%9C%80%E6%9B%B7%E5%96%9D%E6%8F%AD%E6%AD%87%E8%91%9B%E6%B8%B4%E7%AB%AD	kangxi-radical radical-common
欠:qian4	欠				qiàn	lack	欣欧欲歌次资欢款	82	1945	once:⺈+人	欣=斤+欠|欧=区+欠|欲=谷+欠|歌=哥+欠|次=冫+欠|资=次+贝|欢=又+欠|款=?+欠		https://hanzicraft.com/dashboard/character/%E6%AC%A0%E6%AC%A3%E6%AC%A7%E6%AC%B2%E6%AD%8C%E6%AC%A1%E8%B5%84%E6%AC%A2%E6%AC%BE	kangxi-radical radical-common
止:zhi3	止				zhǐ	stop	正此步武歪些政证	103	596	once:⺊+丄	正=一+止|此=止+匕|步=止+𣥂|武=?+止|歪=不+正|些=此+二|政=正+⺙|证=讠+正		https://hanzicraft.com/dashboard/character/%E6%AD%A2%E6%AD%A3%E6%AD%A4%E6%AD%A5%E6%AD%A6%E6%AD%AA%E4%BA%9B%E6%94%BF%E8%AF%81	kangxi-radical radical-common
歹:dai3	歹	歺			dǎi	death	死列例烈残殊裂殖	43	2899	once:一+夕	死=歹+匕|列=歹+刂|例=亻+列|烈=列+灬|残=歹+戋|殊=歹+朱|裂=列+衣|殖=歹+直		https://hanzicraft.com/dashboard/character/%E6%AD%B9%E6%AD%BB%E5%88%97%E4%BE%8B%E7%83%88%E6%AE%8B%E6%AE%8A%E8%A3%82%E6%AE%96	kangxi-radical radical-common
殳:shu1	殳				shū	weapon	役投殴殷没设段般	64	5914	once:几+又	役=彳+殳|投=扌+殳|殴=区+殳|殷=㐆+殳|没=氵+殳|设=讠+殳|段=?+殳|般=舟+殳		https://hanzicraft.com/dashboard/character/%E6%AE%B3%E5%BD%B9%E6%8A%95%E6%AE%B4%E6%AE%B7%E6%B2%A1%E8%AE%BE%E6%AE%B5%E8%88%AC	kangxi-radical radical-common
毋:wu2	毋	母	⺟		wú	do not	毋母姆梅海每毒繁	28	2870		毋=?+𠂇|母=?+?|姆=女+母|梅=木+每|海=氵+每|每=𠂉+母|毒=龶+母|繁=敏+糸		https://hanzicraft.com/dashboard/character/%E6%AF%8B%E6%AF%8B%E6%AF%8D%E5%A7%86%E6%A2%85%E6%B5%B7%E6%AF%8F%E6%AF%92%E7%B9%81	kangxi-radical radical-common
比:bi3	比				bǐ	compare	皆批毕毖混昆鹿棍	62	199	once:匕×2	皆=比+白|批=扌+比|毕=比+十|毖=比+必|混=氵+昆|昆=日+比|鹿=?+比|棍=木+昆	Also a phonetic component — see the phonetic-components deck for 比:bǐ and 比:bì.	https://hanzicraft.com/dashboard/character/%E6%AF%94%E7%9A%86%E6%89%B9%E6%AF%95%E6%AF%96%E6%B7%B7%E6%98%86%E9%B9%BF%E6%A3%8D	kangxi-radical radical-common
毛:mao2	毛				máo	hair / feather / down / wool / mildew / mold / coarse or semifinished / young / raw / careless / unthinking / nervous / scared / (of currency) to devalue or depreciate / classifier for Chinese fractional monetary unit ( = 角[jiao3] , = 1 / 10 yuan or 10 fen 分[fen1])	毡毫毳耗笔尾毯髦	28	623		毡=毛+占|毫=?+毛|毳=毛|耗=耒+毛|笔=⺮+毛|尾=尸+毛|毯=毛+炎|髦=髟+毛		https://hanzicraft.com/dashboard/character/%E6%AF%9B%E6%AF%A1%E6%AF%AB%E6%AF%B3%E8%80%97%E7%AC%94%E5%B0%BE%E6%AF%AF%E9%AB%A6	kangxi-radical radical-common
氏:shi4	氏				shì	clan	氏紙婚底低旅纸抵	33	1498		氏=?+?|紙=糹+氏|婚=女+昏|底=广+氐|低=亻+氐|旅=方+?|纸=纟+氏|抵=扌+氐		https://hanzicraft.com/dashboard/character/%E6%B0%8F%E6%B0%8F%E7%B4%99%E5%A9%9A%E5%BA%95%E4%BD%8E%E6%97%85%E7%BA%B8%E6%8A%B5	kangxi-radical radical-common
气:qi4	气				qì	steam	汽氧氛氢氯氨氮氖	24	217		汽=氵+气|氧=气+羊|氛=气+分|氢=气+?|氯=气+录|氨=气+安|氮=气+炎|氖=气+乃		https://hanzicraft.com/dashboard/character/%E6%B0%94%E6%B1%BD%E6%B0%A7%E6%B0%9B%E6%B0%A2%E6%B0%AF%E6%B0%A8%E6%B0%AE%E6%B0%96	kangxi-radical radical-common
爪:zhao3	爪	爫			zhǎo	claw	爬爰抓笊受爱采摇	114	2358		爬=爪+巴|爰=爫+?|抓=扌+爪|笊=⺮+爪|受=?+又|爱=?+友|采=爫+木|摇=扌+?		https://hanzicraft.com/dashboard/character/%E7%88%AA%E7%88%AC%E7%88%B0%E6%8A%93%E7%AC%8A%E5%8F%97%E7%88%B1%E9%87%87%E6%91%87	kangxi-radical radical-common
爻:yao2	爻				yáo	(double x)	网驳攀樊覺襻蠜鷽	11	4658	once:乂×2	网=冂+爻|驳=马+爻|攀=棥+?|樊=棥+大|覺=𦥯+見|襻=衤+攀|蠜=棥+𧈹|鷽=𦥯+鳥		https://hanzicraft.com/dashboard/character/%E7%88%BB%E7%BD%91%E9%A9%B3%E6%94%80%E6%A8%8A%E8%A6%BA%E8%A5%BB%E8%A0%9C%E9%B7%BD	kangxi-radical radical-common
爿:qiang2	爿	丬			qiáng	(half tree trunk)	奘藏寐臧戕寤臟裝	28		once:片×2	奘=壯+大|藏=艹+臧|寐=宀+?|臧=?+臣|戕=爿+戈|寤=宀+𤕻|臟=月+藏|裝=壯+衣		https://hanzicraft.com/dashboard/character/%E7%88%BF%E5%A5%98%E8%97%8F%E5%AF%90%E8%87%A7%E6%88%95%E5%AF%A4%E8%87%9F%E8%A3%9D	kangxi-radical radical-common
牙:ya2	牙				yá	fang	芽呀穿雅邪讶鸦伢	16	995		芽=艹+牙|呀=口+牙|穿=穴+牙|雅=牙+隹|邪=牙+阝|讶=讠+牙|鸦=牙+鸟|伢=亻+牙		https://hanzicraft.com/dashboard/character/%E7%89%99%E8%8A%BD%E5%91%80%E7%A9%BF%E9%9B%85%E9%82%AA%E8%AE%B6%E9%B8%A6%E4%BC%A2	kangxi-radical radical-common
犬:quan3	犬	犭			quǎn	dog	猛突默器然状获献	131	2643	once:大+丶	猛=犭+孟|突=穴+犬|默=黑+犬|器=㗊+犬|然=肰+灬|状=丬+犬|获=艹+犾|献=南+犬	Look-alike: 大 + a dot. 犬 has a top-right dot that 大 doesn't.	https://hanzicraft.com/dashboard/character/%E7%8A%AC%E7%8C%9B%E7%AA%81%E9%BB%98%E5%99%A8%E7%84%B6%E7%8A%B6%E8%8E%B7%E7%8C%AE	kangxi-radical radical-common
玄:xuan2	玄				xuán	profound	弦蓄畜眩舷炫搐铉	17	1715	once:亠+幺	弦=弓+玄|蓄=艹+畜|畜=玄+田|眩=目+玄|舷=舟+玄|炫=火+玄|搐=扌+畜|铉=钅+玄		https://hanzicraft.com/dashboard/character/%E7%8E%84%E5%BC%A6%E8%93%84%E7%95%9C%E7%9C%A9%E8%88%B7%E7%82%AB%E6%90%90%E9%93%89	kangxi-radical radical-common
玉:yu4	玉	王	玊	⺩	yù	jade	王玩理球现国宝莹	203	999	once:王+丶	王=一+土|玩=王+元|理=王+里|球=王+求|现=王+见|国=囗+玉|宝=宀+玉|莹=艹+?	Look-alike: 王 + a dot. 玉 has a bottom-right dot that 王 doesn't.	https://hanzicraft.com/dashboard/character/%E7%8E%89%E7%8E%8B%E7%8E%A9%E7%90%86%E7%90%83%E7%8E%B0%E5%9B%BD%E5%AE%9D%E8%8E%B9	kangxi-radical radical-common
瓜:gua1	瓜				guā	melon	呱瓞孤狐瓣弧瓢瓤	17	1824		呱=口+瓜|瓞=瓜+失|孤=子+瓜|狐=犭+瓜|瓣=辡+瓜|弧=弓+瓜|瓢=票+瓜|瓤=襄+瓜		https://hanzicraft.com/dashboard/character/%E7%93%9C%E5%91%B1%E7%93%9E%E5%AD%A4%E7%8B%90%E7%93%A3%E5%BC%A7%E7%93%A2%E7%93%A4	kangxi-radical radical-common
瓦:wa3	瓦				wǎ	tile	瓮甄瓶瓷甑瓯佤瓴	14	1193		瓮=公+瓦|甄=垔+瓦|瓶=并+瓦|瓷=次+瓦|甑=曾+瓦|瓯=区+瓦|佤=亻+瓦|瓴=令+瓦		https://hanzicraft.com/dashboard/character/%E7%93%A6%E7%93%AE%E7%94%84%E7%93%B6%E7%93%B7%E7%94%91%E7%93%AF%E4%BD%A4%E7%93%B4	kangxi-radical radical-common
甘:gan1	甘				gān	sweet	柑甜酣其斯期基某	67	1406	once:艹+二	柑=木+甘|甜=舌+甘|酣=酉+甘|其=甘+?|斯=其+斤|期=其+月|基=其+土|某=甘+木	Visually similar to 日 / 曰 but has TWO inner horizontals instead of one.	https://hanzicraft.com/dashboard/character/%E7%94%98%E6%9F%91%E7%94%9C%E9%85%A3%E5%85%B6%E6%96%AF%E6%9C%9F%E5%9F%BA%E6%9F%90	kangxi-radical radical-common
生:sheng1	生				shēng	life	牲笙甥性星胜醒姓	25	34	once:龶+㇒	牲=牛+生|笙=⺮+生|甥=生+男|性=忄+生|星=日+生|胜=月+生|醒=酉+星|姓=女+生		https://hanzicraft.com/dashboard/character/%E7%94%9F%E7%89%B2%E7%AC%99%E7%94%A5%E6%80%A7%E6%98%9F%E8%83%9C%E9%86%92%E5%A7%93	kangxi-radical radical-common
用:yong4	用				yòng	to use / to employ / to have to / to eat or drink / expense or outlay / usefulness / hence / therefore	佣甬甯通痛角博拥	77	51		佣=亻+用|甬=龴+用|甯=宀+?|通=辶+甬|痛=疒+甬|角=⺈+用|博=十+尃|拥=扌+用	Also reads: shuǎi	https://hanzicraft.com/dashboard/character/%E7%94%A8%E4%BD%A3%E7%94%AC%E7%94%AF%E9%80%9A%E7%97%9B%E8%A7%92%E5%8D%9A%E6%8B%A5	kangxi-radical radical-common
疋:pi3	疋	⺪			pǐ	bolt of cloth	疏楚胥疑旋蛋凝璇	27		once:㇖+龰	疏=⺪+㐬|楚=林+疋|胥=疋+月|疑=𠤕+?|旋=方+?|蛋=疋+虫|凝=冫+疑|璇=王+旋		https://hanzicraft.com/dashboard/character/%E7%96%8B%E7%96%8F%E6%A5%9A%E8%83%A5%E7%96%91%E6%97%8B%E8%9B%8B%E5%87%9D%E7%92%87	kangxi-radical radical-common
癶:bo1	癶				bō	dotted tent, legs	登瞪凳澄蹬橙葵睽	27		once:刁×2	登=癶+豆|瞪=目+登|凳=癶+?|澄=氵+登|蹬=⻊+登|橙=木+登|葵=艹+癸|睽=目+癸		https://hanzicraft.com/dashboard/character/%E7%99%B6%E7%99%BB%E7%9E%AA%E5%87%B3%E6%BE%84%E8%B9%AC%E6%A9%99%E8%91%B5%E7%9D%BD	kangxi-radical radical-common
皮:pi2	皮				pí	skin	披彼波被破婆坡颇	31	740		披=扌+皮|彼=彳+皮|波=氵+皮|被=衤+皮|破=石+皮|婆=波+女|坡=土+皮|颇=皮+页	Also a phonetic component (pí) — appears in 披, 彼, 波, 破.	https://hanzicraft.com/dashboard/character/%E7%9A%AE%E6%8A%AB%E5%BD%BC%E6%B3%A2%E8%A2%AB%E7%A0%B4%E5%A9%86%E5%9D%A1%E9%A2%87	kangxi-radical radical-common
皿:min3	皿				mǐn	dish	盂盉盍監益血监温	118	3754	once:𦉫+一	盂=于+皿|盉=禾+皿|盍=去+皿|監=?+皿|益=?+皿|血=皿+丶|监=?+皿|温=氵+昷		https://hanzicraft.com/dashboard/character/%E7%9A%BF%E7%9B%82%E7%9B%89%E7%9B%8D%E7%9B%A3%E7%9B%8A%E8%A1%80%E7%9B%91%E6%B8%A9	kangxi-radical radical-common
矛:mao2	矛				máo	spear	茅矜揉蹂袤懋鍪鹬	201	1439		茅=艹+矛|矜=矛+今|揉=扌+柔|蹂=⻊+柔|袤=衣+矛|懋=楙+心|鍪=敄+金|鹬=矞+鸟		https://hanzicraft.com/dashboard/character/%E7%9F%9B%E8%8C%85%E7%9F%9C%E6%8F%89%E8%B9%82%E8%A2%A4%E6%87%8B%E9%8D%AA%E9%B9%AC	kangxi-radical radical-common
矢:shi3	矢				shǐ	arrow	医族矩知疑短疾凝	99	2805	once:𠂉+大	医=匚+矢|族=方+?|矩=矢+巨|知=矢+口|疑=𠤕+?|短=矢+豆|疾=疒+矢|凝=冫+疑		https://hanzicraft.com/dashboard/character/%E7%9F%A2%E5%8C%BB%E6%97%8F%E7%9F%A9%E7%9F%A5%E7%96%91%E7%9F%AD%E7%96%BE%E5%87%9D	kangxi-radical radical-common
石:shi2	石				shí	stone	矿研破础磁碎砖碰	206	414	once:丆+口	矿=石+广|研=石+开|破=石+皮|础=石+出|磁=石+兹|碎=石+卒|砖=石+专|碰=石+並		https://hanzicraft.com/dashboard/character/%E7%9F%B3%E7%9F%BF%E7%A0%94%E7%A0%B4%E7%A1%80%E7%A3%81%E7%A2%8E%E7%A0%96%E7%A2%B0	kangxi-radical radical-common
示:shi4	示	礻			shì	spirit	禁奈祟际标察宗款	179	425	once:二+小	禁=林+示|奈=大+示|祟=出+示|际=阝+示|标=木+示|察=宀+祭|宗=宀+示|款=?+欠	Left-side form: 礻. Used for spirit/ritual chars: 礼, 神, 福, 祝, 祖.	https://hanzicraft.com/dashboard/character/%E7%A4%BA%E7%A6%81%E5%A5%88%E7%A5%9F%E9%99%85%E6%A0%87%E5%AF%9F%E5%AE%97%E6%AC%BE	kangxi-radical radical-common
禸:rou2	禸				róu	track	禺禽离遇偶璃愚寓	36		once:厶+冂	禺=甲+禸|禽=人+离|离=?+禸|遇=辶+禺|偶=亻+禺|璃=王+离|愚=禺+心|寓=宀+禺		https://hanzicraft.com/dashboard/character/%E7%A6%B8%E7%A6%BA%E7%A6%BD%E7%A6%BB%E9%81%87%E5%81%B6%E7%92%83%E6%84%9A%E5%AF%93	kangxi-radical radical-common
禾:he2	禾				hé	grain	和私秋种秒科秘程	203	3580	once:㇒+木	和=禾+口|私=禾+厶|秋=禾+火|种=禾+中|秒=禾+少|科=禾+斗|秘=禾+必|程=禾+呈		https://hanzicraft.com/dashboard/character/%E7%A6%BE%E5%92%8C%E7%A7%81%E7%A7%8B%E7%A7%8D%E7%A7%92%E7%A7%91%E7%A7%98%E7%A8%8B	kangxi-radical radical-common
穴:xue2	穴				xué	cave	空究突穿窗穷窝窃	80	1937	once:宀+八	空=穴+工|究=穴+九|突=穴+犬|穿=穴+牙|窗=穴+囱|穷=穴+力|窝=穴+呙|窃=穴+切	Semantic for hole / cave / opening. Used in 空, 究, 穿, 窗, 穷.	https://hanzicraft.com/dashboard/character/%E7%A9%B4%E7%A9%BA%E7%A9%B6%E7%AA%81%E7%A9%BF%E7%AA%97%E7%A9%B7%E7%AA%9D%E7%AA%83	kangxi-radical radical-common
立:li4	立				lì	stand	站章端竞竭竖亲部	114	197	once:亠+䒑	站=立+占|章=立+早|端=立+耑|竞=立+兄|竭=立+曷|竖=?+立|亲=立+朩|部=咅+阝		https://hanzicraft.com/dashboard/character/%E7%AB%8B%E7%AB%99%E7%AB%A0%E7%AB%AF%E7%AB%9E%E7%AB%AD%E7%AB%96%E4%BA%B2%E9%83%A8	kangxi-radical radical-common
纟:mi4	纟	糸	糹		mì	silk	系級紙素細組終紫	430			系=㇒+糸|級=糹+及|紙=糹+氏|素=龶+糸|細=糹+田|組=糹+且|終=糹+冬|紫=此+糸	Traditional: 糸<br>Simplified left form of 糸 (silk/thread). Threads, colors of cloth, binding.	https://hanzicraft.com/dashboard/character/%E7%BA%9F%E7%B3%BB%E7%B4%9A%E7%B4%99%E7%B4%A0%E7%B4%B0%E7%B5%84%E7%B5%82%E7%B4%AB	kangxi-radical radical-common
缶:fou3	缶				fǒu	pottery	缶缸窑陶缺摇遥萄	45	5280	once:午+山	缶=午+山|缸=缶+工|窑=穴+缶|陶=阝+匋|缺=缶+夬|摇=扌+?|遥=?+爫|萄=艹+匋		https://hanzicraft.com/dashboard/character/%E7%BC%B6%E7%BC%B6%E7%BC%B8%E7%AA%91%E9%99%B6%E7%BC%BA%E6%91%87%E9%81%A5%E8%90%84	kangxi-radical radical-common
网:wang3	网	罒	⺲	罓,⺳	wǎng	net / network	買罪置羅罗慢摆罚	137	605	once:冂+爻	買=罒+貝|罪=罒+非|置=罒+直|羅=罒+維|罗=罒+夕|慢=忄+曼|摆=扌+罢|罚=罒+?	Top-position variant: 罒 (four-cornered 'net' at top of char). Used in 罗, 罚, 罢, 罪, 置.	https://hanzicraft.com/dashboard/character/%E7%BD%91%E8%B2%B7%E7%BD%AA%E7%BD%AE%E7%BE%85%E7%BD%97%E6%85%A2%E6%91%86%E7%BD%9A	kangxi-radical radical-common
羊:yang2	羊	⺶	⺷		yáng	sheep	着羚翔样美群差善	102	1335		着=羊+目|羚=羊+令|翔=羊+羽|样=木+羊|美=羊+大|群=君+羊|差=羊+工|善=?+口		https://hanzicraft.com/dashboard/character/%E7%BE%8A%E7%9D%80%E7%BE%9A%E7%BF%94%E6%A0%B7%E7%BE%8E%E7%BE%A4%E5%B7%AE%E5%96%84	kangxi-radical radical-common
羽:yu3	羽				yǔ	feather	習翀翁翔翻翼耀翰	107	1862	once:习×2	習=羽+白|翀=羽+中|翁=公+羽|翔=羊+羽|翻=番+羽|翼=羽+異|耀=光+翟|翰=龺+?		https://hanzicraft.com/dashboard/character/%E7%BE%BD%E7%BF%92%E7%BF%80%E7%BF%81%E7%BF%94%E7%BF%BB%E7%BF%BC%E8%80%80%E7%BF%B0	kangxi-radical radical-common
老:lao3	老	耂			lǎo	prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity / old (of people) / venerable (person) / experienced / of long standing / always / all the time / of the past / very / outdated / (of meat etc) tough	耆孝耋鳍姥嗜佬耄	71	179	once:耂+匕	耆=老+日|孝=耂+子|耋=老+至|鳍=鱼+耆|姥=女+老|嗜=口+耆|佬=亻+老|耄=老+毛	Top variant: 耂. Used in 考, 孝, 者 (where the radical shrinks at the top).	https://hanzicraft.com/dashboard/character/%E8%80%81%E8%80%86%E5%AD%9D%E8%80%8B%E9%B3%8D%E5%A7%A5%E5%97%9C%E4%BD%AC%E8%80%84	kangxi-radical radical-common
而:er2	而				ér	and / as well as / and so / but (not) / yet (not) / (indicates causal relation) / (indicates change of state) / (indicates contrast)	耎耐耑需端瑞喘儒	41	36	once:丆+𦉫	耎=而+大|耐=而+寸|耑=山+而|需=雨+而|端=立+耑|瑞=王+耑|喘=口+耑|儒=亻+需		https://hanzicraft.com/dashboard/character/%E8%80%8C%E8%80%8E%E8%80%90%E8%80%91%E9%9C%80%E7%AB%AF%E7%91%9E%E5%96%98%E5%84%92	kangxi-radical radical-common
耒:lei3	耒				lěi	plow	耨耰籍耗耕藉藕耘	22	5632	once:丰+八	耨=耒+辱|耰=耒+憂|籍=⺮+耤|耗=耒+毛|耕=耒+井|藉=艹+耤|藕=艹+耦|耘=耒+云		https://hanzicraft.com/dashboard/character/%E8%80%92%E8%80%A8%E8%80%B0%E7%B1%8D%E8%80%97%E8%80%95%E8%97%89%E8%97%95%E8%80%98	kangxi-radical radical-common
耳:er3	耳				ěr	ear / handle (archaeology) / and that is all (classical Chinese)	联职聪闻聊耻聋摄	110	885	once:㔿+二	联=耳+关|职=耳+只|聪=耳+总|闻=门+耳|聊=耳+卯|耻=耳+止|聋=龙+耳|摄=扌+聂		https://hanzicraft.com/dashboard/character/%E8%80%B3%E8%81%94%E8%81%8C%E8%81%AA%E9%97%BB%E8%81%8A%E8%80%BB%E8%81%8B%E6%91%84	kangxi-radical radical-common
聿:yu4	聿	⺻			yù	brush	律建健津键肆肇腱	72	3519		律=彳+聿|建=廴+聿|健=亻+建|津=氵+聿|键=钅+建|肆=镸+聿|肇=𢼄+聿|腱=月+建		https://hanzicraft.com/dashboard/character/%E8%81%BF%E5%BE%8B%E5%BB%BA%E5%81%A5%E6%B4%A5%E9%94%AE%E8%82%86%E8%82%87%E8%85%B1	kangxi-radical radical-common
肉:rou4	肉	⺼			ròu	meat	肉腐瘸脔肏胔胾脧	12	1007	once:仌+冂	肉=仌+冂|腐=府+肉|瘸=疒+𦙲|脔=亦+肉|肏=入+肉|胔=此+肉|胾=𢦏+肉|脧=⺼+夋	Note: when used as left-side radical, identical glyph to 月. Body parts.	https://hanzicraft.com/dashboard/character/%E8%82%89%E8%82%89%E8%85%90%E7%98%B8%E8%84%94%E8%82%8F%E8%83%94%E8%83%BE%E8%84%A7	kangxi-radical radical-common
臣:chen2	臣				chén	minister	臥宦藏卧臧腎臨臟	28	1136		臥=臣+人|宦=宀+臣|藏=艹+臧|卧=臣+卜|臧=?+臣|腎=臤+月|臨=臣+?|臟=月+藏		https://hanzicraft.com/dashboard/character/%E8%87%A3%E8%87%A5%E5%AE%A6%E8%97%8F%E5%8D%A7%E8%87%A7%E8%85%8E%E8%87%A8%E8%87%9F	kangxi-radical radical-common
自:zi4	自				zì	self	自臬息首夏咱鼻臭	34	43	once:目+丶	自=目+丶|臬=自+木|息=自+心|首=䒑+自|夏=𦣻+夂|咱=口+自|鼻=自+畀|臭=自+犬		https://hanzicraft.com/dashboard/character/%E8%87%AA%E8%87%AA%E8%87%AC%E6%81%AF%E9%A6%96%E5%A4%8F%E5%92%B1%E9%BC%BB%E8%87%AD	kangxi-radical radical-common
至:zhi4	至				zhì	arrive	致臺到倒室屋握侄	29	267	once:𠫔+土	致=至+⺙|臺=士+?|到=至+刂|倒=亻+到|室=宀+至|屋=尸+至|握=扌+屋|侄=亻+至		https://hanzicraft.com/dashboard/character/%E8%87%B3%E8%87%B4%E8%87%BA%E5%88%B0%E5%80%92%E5%AE%A4%E5%B1%8B%E6%8F%A1%E4%BE%84	kangxi-radical radical-common
臼:jiu4	臼				jiù	mortar	桕舅舂鼠插毁陷艘	95	4056	once:彐×2	桕=木+臼|舅=臼+男|舂=𡗗+臼|鼠=臼+?|插=扌+臿|毁=?+殳|陷=阝+臽|艘=舟+叟		https://hanzicraft.com/dashboard/character/%E8%87%BC%E6%A1%95%E8%88%85%E8%88%82%E9%BC%A0%E6%8F%92%E6%AF%81%E9%99%B7%E8%89%98	kangxi-radical radical-common
舌:she2	舌				shé	tongue	乱适話话活敌括辞	27	1955	once:千+口	乱=舌+乚|适=辶+舌|話=言+舌|话=讠+舌|活=氵+舌|敌=舌+⺙|括=扌+舌|辞=舌+辛		https://hanzicraft.com/dashboard/character/%E8%88%8C%E4%B9%B1%E9%80%82%E8%A9%B1%E8%AF%9D%E6%B4%BB%E6%95%8C%E6%8B%AC%E8%BE%9E	kangxi-radical radical-common
舛:chuan3	舛				chuǎn	oppose	舛舜舞瞬麟鳞磷桀	23	4672	once:夕+㐄	舛=夕+㐄|舜=爫+?|舞=?+舛|瞬=目+舜|麟=鹿+粦|鳞=鱼+粦|磷=石+粦|桀=舛+木		https://hanzicraft.com/dashboard/character/%E8%88%9B%E8%88%9B%E8%88%9C%E8%88%9E%E7%9E%AC%E9%BA%9F%E9%B3%9E%E7%A3%B7%E6%A1%80	kangxi-radical radical-common
舟:zhou1	舟				zhōu	boat	船航舱艘舰舵艇舶	63	2219		船=舟+?|航=舟+亢|舱=舟+仓|艘=舟+叟|舰=舟+见|舵=舟+它|艇=舟+廷|舶=舟+白		https://hanzicraft.com/dashboard/character/%E8%88%9F%E8%88%B9%E8%88%AA%E8%88%B1%E8%89%98%E8%88%B0%E8%88%B5%E8%89%87%E8%88%B6	kangxi-radical radical-common
艮:gen1	艮				gēn	stopping	良很眼根跟限食退	48	4545		良=艮+丶|很=彳+艮|眼=目+艮|根=木+艮|跟=⻊+艮|限=阝+艮|食=亽+艮|退=辶+艮		https://hanzicraft.com/dashboard/character/%E8%89%AE%E8%89%AF%E5%BE%88%E7%9C%BC%E6%A0%B9%E8%B7%9F%E9%99%90%E9%A3%9F%E9%80%80	kangxi-radical radical-common
色:se4	色				sè	color	艳绝滟铯蕝艴艷絶	11	304	once:⺈+巴	艳=丰+色|绝=纟+色|滟=氵+艳|铯=钅+色|蕝=艹+絶|艴=弗+色|艷=豐+色|絶=糹+色		https://hanzicraft.com/dashboard/character/%E8%89%B2%E8%89%B3%E7%BB%9D%E6%BB%9F%E9%93%AF%E8%95%9D%E8%89%B4%E8%89%B7%E7%B5%B6	kangxi-radical radical-common
